engine,disks,key_bytes,value_bytes,clients,repeat,ops_per_second,logical_gib_s,physical_gib_s,physical_iops,p50_us,p99_us,p999_us,cpu_cores,cpu_us_per_op,rss_mib,read_amplification,min_disk_iops,max_disk_iops
v2,20,16,4194304,2560,3,55420.72245975384,216.48719710841343,216.6986103868396,1828883.8411718765,20365.311,216662.015,230817.791,19.632878492912713,354.25157994232177,14189.15234375,1.0009765625,88086.53182114825,93922.37496214254
v2,20,16,65536,160,1,707727.1052348492,43.19623445036921,45.89599910351728,707727.1052348492,216.319,421.375,535.551,30.685908535727332,43.358390979733144,10554.68359375,1.0625,34822.62127281031,35938.554079952264
v2,20,16,65536,160,2,706159.5099569552,43.10055602764619,45.794340779374075,706159.5099569552,216.831,422.911,531.455,30.77426043330339,43.579757830039384,10554.68359375,1.0625,34749.90190919559,35860.85119529271
v2,20,16,65536,160,3,704620.5677696241,43.00662645078272,45.69454060395664,704620.5677696241,217.215,424.191,529.919,30.770729719146928,43.669928365201265,10554.68359375,1.0625,34677.41484974608,35784.76187814917
v2,20,16,65536,640,1,728143.1465102228,44.44233071961809,47.21997638959422,728143.1465102228,502.783,7516.159,9256.959,36.36316430524361,49.93958190710387,10626.46484375,1.0625,35891.928784514486,37106.225152420695
v2,20,16,65536,640,2,729302.341515516,44.513082367890384,47.295150015883536,729302.341515516,500.223,7565.311,9199.615,36.40061510780958,49.91155661473377,10626.46484375,1.0625,35952.13881090173,37155.288252631566
v2,20,16,65536,640,3,731043.7609891682,44.619370177561535,47.40808081365913,731043.7609891682,524.031,6668.287,9134.079,36.46403820163813,49.87941919140243,10626.46484375,1.0625,36030.068784164534,37251.12279701111
v2,20,16,65536,2560,1,731801.5781577532,44.665623666855055,47.457225146033494,731801.5781577532,484.607,58818.559,60784.639,35.903452900865766,49.061731994688486,11052.6015625,1.0625,35888.48507804824,37297.24926074111
v2,20,16,65536,2560,2,722064.0051394685,44.07128937618826,46.82574496220003,722064.0051394685,486.399,60424.191,63733.759,35.988608942490295,49.841300336718774,11159.6015625,1.0625,35389.2209017861,36797.01740445612
v2,20,16,65536,2560,3,722655.1223263232,44.10736830605,46.864078825178126,722655.1223263232,507.391,59932.671,62455.807,36.216343423588306,50.115666940826586,11159.6015625,1.0625,35429.155424421675,36806.193309577175
