allocated_segments,disk,payload_bytes,records,seconds,segments
4930,1,10574580776060,12396755,4230.151154374,14307
4962,1,10644694097400,12478950,4260.151921215,14307
4999,1,10723499611020,12571335,4290.152034578,14307
5031,1,10791360980680,12650890,4320.153549327,14307
5068,1,10872482421880,12745990,4350.15506539,14307
5101,1,10942399550460,12827955,4380.15678259,14307
5140,1,11026331666200,12926350,4410.157557088,14307
5172,1,11093792120220,13005435,4440.159089487,14307
5210,1,11176380742060,13102255,4470.159374745,14307
5242,1,11245112183960,13182830,4500.159716971,14307
5276,1,11318727119560,13269130,4530.160490137,14307
5311,1,11393638633400,13356950,4560.161474353,14307
5345,1,11466635135300,13442525,4590.163204249,14307
5376,1,11533016529140,13520345,4620.163640927,14307
5412,1,11609506115180,13610015,4650.164633441,14307
5447,1,11684174520600,13697550,4680.16660171,14307
5484,1,11763786130560,13790880,4710.166919048,14307
5521,1,11843790126040,13884670,4740.167013199,14307
5553,1,11911067182480,13963540,4770.167866185,14307
5585,1,11979700528000,14044000,4800.168304632,14307
5618,1,12051669150440,14128370,4830.169783369,14307
5652,1,12124222086100,14213425,4860.170709121,14307
5684,1,12191938443720,14292810,4890.172731561,14307
5715,1,12259607885680,14372140,4920.173966303,14307
5755,1,12345139398920,14472410,4950.174414083,14307
5794,1,12427877297860,14569405,4980.174699853,14307
5823,1,12491209173800,14643650,5010.175003295,14307
5854,1,12558238856760,14722230,5040.176467717,14307
5888,1,12631653334540,14808295,5070.178011568,14307
5925,1,12709784968680,14899890,5100.179394141,14307
5960,1,12785378892120,14988510,5130.180003492,14307
5993,1,12856498767620,15071885,5160.181841547,14307
6026,1,12927418185300,15155025,5190.18232984,14307
6061,1,13001451096780,15241815,5220.183037926,14307
6093,1,13070323285660,15322555,5250.183664223,14307
6130,1,13150497883540,15416545,5280.184931422,14307
6162,1,13217587277340,15495195,5310.186108634,14307
6196,1,13290404646720,15580560,5340.18691787,14307
6232,1,13369316786840,15673070,5370.187773127,14307
6270,1,13449516975080,15767090,5400.189247034,14307
6302,1,13519365862700,15848975,5430.190107883,14307
6337,1,13592810195900,15935075,5460.192110734,14307
6377,1,13679894190980,16037165,5490.193408394,14307
6409,1,13749359223200,16118600,5520.193685978,14307
6449,1,13833355314840,16217070,5550.195061988,14307
6481,1,13901980130240,16297520,5580.195844622,14307
6522,1,13990987667380,16401865,5610.19612799,14307
6553,1,14058187952740,16480645,5640.196432285,14307
6585,1,14125665467000,16559750,5670.19802401,14307
6628,1,14217620160600,16667550,5700.199907759,14307
6660,1,14287507433760,16749480,5730.200151582,14307
6696,1,14364449116160,16839680,5760.20117129,14307
6728,1,14433517497800,16920650,5790.202987793,14307
6766,1,14513999180000,17015000,5820.203051799,14307
6798,1,14582461923120,17095260,5850.203527718,14307
6833,1,14657394762260,17183105,5880.203596741,14307
6866,1,14728160637780,17266065,5910.205023037,14307
6908,1,14818985090480,17372540,5940.205410612,14307
6946,1,14899398531720,17466810,5970.206969532,14307
6978,1,14968245130240,17547520,6000.207711588,14307
7014,1,15047259631800,17640150,6030.208053978,14307
7046,1,15115184977360,17719780,6060.208695254,14307
7084,1,15196762779980,17815415,6090.209562104,14307
7120,1,15274250390060,17906255,6120.21184107,14307
7167,1,15373536721800,18022650,6150.2127576,14307
7200,1,15445842283980,18107415,6180.214536273,14307
7232,1,15514974641520,18188460,6210.215722622,14307
7265,1,15584955746000,18270500,6240.215995104,14307
7298,1,15655431597440,18353120,6270.216338431,14307
7331,1,15725434027220,18435185,6300.217236724,14307
7366,1,15801872432540,18524795,6330.218307838,14307
7404,1,15882652668940,18619495,6360.218535766,14307
7436,1,15951456616860,18700155,6390.218578903,14307
7469,1,16021979383960,18782830,6420.220032144,14307
7501,1,16091192777640,18863970,6450.22077935,14307
7534,1,16162636797700,18947725,6480.221737238,14307
7571,1,16241728070340,19040445,6510.222884909,14307
7604,1,16310928668840,19121570,6540.224794684,14307
7637,1,16382278857580,19205215,6570.226270011,14307
7670,1,16452929576480,19288040,6600.227946412,14307
7702,1,16522846705060,19370005,6630.228042599,14307
7732,1,16586920701440,19445120,6660.228883306,14307
7772,1,16673399058000,19546500,6690.229127797,14307
7804,1,16741541921620,19626385,6720.229210477,14307
7836,1,16809603749100,19706175,6750.230578812,14307
7868,1,16877341432020,19785585,6780.230763538,14307
7906,1,16960207282760,19882730,6810.232604441,14307
7951,1,17057280048360,19996530,6840.234563451,14307
7986,1,17130843803240,20082770,6870.234810319,14307
8020,1,17203520425640,20167970,6900.235062808,14307
8055,1,17279387312920,20256910,6930.236257005,14307
8090,1,17354183670140,20344595,6960.237293678,14307
8124,1,17428199521380,20431365,6990.239004008,14307
8158,1,17501225878700,20516975,7020.239504671,14307
8192,1,17573330983060,20601505,7050.239797054,14307
8232,1,17658602327640,20701470,7080.240728915,14307
8264,1,17728088685160,20782930,7110.241213776,14307
8296,1,17797058970420,20863785,7140.243208344,14307
8329,1,17866361930360,20945030,7170.244721197,14307
8360,1,17934308601220,21024685,7200.245607757,14307
8393,1,18004784452660,21107305,7230.24638749,14307
8434,1,18092729989860,21210405,7260.246732103,14307
8469,1,18166856732660,21297305,7290.247288009,14307
8509,1,18254269137360,21399780,7320.248863701,14307
8548,1,18337527373620,21497385,7350.249711593,14307
8584,1,18413991369300,21587025,7380.249938161,14307
8619,1,18489922232480,21676040,7410.251847878,14307
8657,1,18571747408580,21771965,7440.253689537,14307
8692,1,18646795404340,21859945,7470.2538309,14307
8728,1,18722286966340,21948445,7500.25465739,14307
8761,1,18794554142980,22033165,7530.256407606,14307
8798,1,18873551584300,22125775,7560.257390015,14307
8837,1,18957517820520,22224210,7590.257658414,14307
8873,1,19034591719780,22314565,7620.258548406,14307
8906,1,19105421571200,22397600,7650.260216876,14307
8940,1,19178917085120,22483760,7680.260808801,14307
8973,1,19248556984800,22565400,7710.261068064,14307
9004,1,19315177222000,22643500,7740.262516366,14307
9042,1,19396405289700,22738725,7770.263655755,14307
9076,1,19470024490360,22825030,7800.264789944,14307
9108,1,19539259209340,22906195,7830.265938873,14307
9142,1,19612106434140,22991595,7860.266121591,14307
9175,1,19681963851880,23073490,7890.267445683,14307
9207,1,19750226137180,23153515,7920.268357425,14307
9239,1,19820011048900,23235325,7950.269636815,14307
9274,1,19894751960340,23322945,7980.270681387,14307
9306,1,19964135956420,23404285,8010.272580628,14307
9341,1,20038185928140,23491095,8040.27378631,14307
9376,1,20113349080520,23579210,8070.27537103,14307
9408,1,20181871534480,23659540,8100.276483236,14307
9459,1,20291573142740,23788145,8130.278022318,14307
9493,1,20364091957920,23873160,8160.278512278,14307
9534,1,20452796675800,23977150,8190.278886874,14307
9566,1,20521707250220,24057935,8220.279090129,14307
9601,1,20596891727900,24146075,8250.28064534,14307
9635,1,20670161193640,24231970,8280.282132437,14307
9670,1,20743592731660,24318055,8310.283279984,14307
9709,1,20828940847320,24418110,8340.283868177,14307
9743,1,20900116168600,24501550,8370.285303916,14307
9774,1,20967849586460,24580955,8400.285611161,14307
9804,1,21032226402100,24656425,8430.287114814,14307
9840,1,21109718277240,24747270,8460.288866175,14307
9878,1,21190093332940,24841495,8490.290699998,14307
9912,1,21263827690220,24927935,8520.291400137,14307
9945,1,21333877035660,25010055,8550.293227485,14307
9982,1,21413940741980,25103915,8580.294486246,14307
10014,1,21481998304400,25183700,8610.296398671,14307
10048,1,21555681480960,25270080,8640.298269483,14307
10081,1,21626613693820,25353235,8670.299225455,14307
10114,1,21695899593520,25434460,8700.300743335,14307
10146,1,21764793107700,25515225,8730.300997961,14307
10181,1,21840583223900,25604075,8760.302247429,14307
10231,1,21947226784140,25729095,8790.302408583,14307
10262,1,22014891961040,25808420,8820.304099282,14307
10297,1,22090328077260,25896855,8850.304193353,14307
10329,1,22158718314360,25977030,8880.3050742,14307
10363,1,22230699731980,26061415,8910.306479683,14307
10394,1,22298258282380,26140615,8940.307097221,14307
10426,1,22365488423160,26219430,8970.307141115,14307
10463,1,22445048852400,26312700,9000.307831405,14307
10499,1,22522481016700,26403475,9030.308172156,14307
10534,1,22598458795540,26492545,9060.309528745,14307
10569,1,22673775490080,26580840,9090.309721041,14307
10610,1,22760339147840,26682320,9120.311153344,14307
10641,1,22828072565700,26761725,9150.311796298,14307
10684,1,22919272343680,26868640,9180.312464035,14307
10716,1,22988221303640,26949470,9210.313840646,14307
10758,1,23077489009440,27054120,9240.315604325,14307
10796,1,23160559583060,27151505,9270.315713739,14307
10831,1,23233901554820,27237485,9300.317292324,14307
10863,1,23303144803920,27318660,9330.319277617,14307
10898,1,23379352896000,27408000,9360.320469249,14307
10933,1,23453471108680,27494890,9390.322059815,14307
10966,1,23523998140840,27577570,9420.323747089,14307
11001,1,23600645534100,27667425,9450.325612105,14307
11039,1,23681715794580,27762465,9480.327248491,14307
11077,1,23763221091180,27858015,9510.327879421,14307
11112,1,23837049279780,27944565,9540.329004181,14307
11144,1,23905912938540,28025295,9570.329312157,14307
11177,1,23978069223620,28109885,9600.329743267,14307
11209,1,24046369894460,28189955,9630.330199174,14307
11241,1,24114009481000,28269250,9660.33180775,14307
11279,1,24196133211300,28365525,9690.332580117,14307
11310,1,24262186195520,28442960,9720.334281517,14307
11346,1,24339712191140,28533845,9750.336402359,14307
11381,1,24414585319440,28621620,9780.336759117,14307
11413,1,24484199628760,28703230,9810.337958495,14307
11446,1,24555063600660,28786305,9840.338156171,14307
11486,1,24640292294640,28886220,9870.338567359,14307
11522,1,24717046314400,28976200,9900.338965103,14307
11560,1,24798287177280,29071440,9930.340673624,14307
11594,1,24871629149040,29157420,9960.342235782,14307
11629,1,24945879578580,29244465,9990.343491919,14307
11667,1,25028199501640,29340970,10020.344085981,14307
11701,1,25101613979420,29427035,10050.344841811,14307
11733,1,25169146939460,29506205,10080.345314059,14307
11765,1,25238339007840,29587320,10110.346737107,14307
11797,1,25307680353320,29668610,10140.348627814,14307
11829,1,25376369144620,29749135,10170.34960703,14307
11862,1,25447830224920,29832910,10200.35076016,14307
11895,1,25516830365600,29913800,10230.351932348,14307
11928,1,25588508963960,29997830,10260.35372566,14307
11969,1,25676885272220,30101435,10290.353779256,14307
12000,1,25743356232320,30179360,10320.354477625,14307
12038,1,25823974396440,30273870,10350.355902485,14307
12068,1,25889677645740,30350895,10380.356674596,14307
12104,1,25966461520920,30440910,10410.358425411,14307
12136,1,26035457396540,30521795,10440.360060934,14307
12169,1,26105992958820,30604485,10470.361607694,14307
12200,1,26171866810520,30681710,10500.362427014,14307
12236,1,26248663480880,30771740,10530.362922995,14307
12268,1,26317923790220,30852935,10560.363122835,14307
12302,1,26390144051200,30937600,10590.363432418,14307
12340,1,26473048287480,31034790,10620.364823642,14307
12379,1,26555683824980,31131665,10650.366159426,14307
12411,1,26624615724700,31212475,10680.367257404,14307
12445,1,26698533479560,31299130,10710.369274218,14307
12481,1,26775202198120,31389010,10740.369475619,14307
12515,1,26848181639780,31474565,10770.370733884,14307
12550,1,26921898936820,31560985,10800.371729375,14307
12584,1,26996234667560,31648130,10830.371966386,14307
12627,1,27088074204540,31755795,10860.372999353,14307
12660,1,27158375188520,31838210,10890.373913439,14307
12701,1,27247028725680,31942140,10920.375815799,14307
12737,1,27324460889980,32032915,10950.37772214,14307
12773,1,27402153222940,32123995,10980.379320147,14307
12813,1,27486481989260,32222855,11010.380379035,14307
12846,1,27557444057540,32306045,11040.380853069,14307
12877,1,27624883186260,32385105,11070.381201351,14307
12913,1,27700741543420,32474035,11100.382228854,14307
12950,1,27780673032880,32567740,11130.38412332,14307
12985,1,27855708233460,32655705,11160.385896962,14307
13033,1,27957984372260,32775605,11190.387398655,14307
13067,1,28031991693380,32862365,11220.3883831,14307
13099,1,28100595183480,32942790,11250.389247057,14307
13139,1,28186267443700,33043225,11280.389877662,14307
13171,1,28255433921720,33124310,11310.391323668,14307
13207,1,28331236833100,33213175,11340.392572462,14307
13245,1,28413599406760,33309730,11370.393046637,14307
13281,1,28490558149400,33399950,11400.394567193,14307
13313,1,28560215109320,33481610,11430.396544048,14307
13345,1,28627705418760,33560730,11460.39722393,14307
13382,1,28707995173260,33654855,11490.398942455,14307
13416,1,28781192132980,33740665,11520.399386601,14307
13448,1,28849462948400,33820700,11550.40052088,14307
13483,1,28925227474240,33909520,11580.402269391,14307
13517,1,28998215446020,33995085,11610.402615441,14307
13550,1,29067893731240,34076770,11640.403682898,14307
13586,1,29144903654600,34167050,11670.405173933,14307
13632,1,29243085335800,34282150,11700.405429363,14307
13664,1,29313693404100,34364925,11730.406797505,14307
13697,1,29382522942380,34445615,11760.407688797,14307
13730,1,29455037492500,34530625,11790.408962531,14307
13769,1,29538645463680,34628640,11820.409232988,14307
13805,1,29615966736420,34719285,11850.410269393,14307
13837,1,29683597792840,34798570,11880.410610358,14307
13874,1,29763721210000,34892500,11910.412040957,14307
13910,1,29841200289960,34983330,11940.412813841,14307
13947,1,29920432309580,35076215,11970.41301659,14307
13983,1,29997344136560,35166380,12000.413294389,14307
14017,1,30071023048060,35252755,12030.415041187,14307
14051,1,30142799742800,35336900,12060.416069808,14307
14086,1,30218662365020,35425835,12090.41618782,14307
14122,1,30294896047460,35515205,12120.417760862,14307
14168,1,30392992427460,35630205,12150.417960539,14307
14200,1,30462965001820,35712235,12180.419017852,14307
14234,1,30535765310960,35797580,12210.419055924,14307
14266,1,30604044656500,35877625,12240.420841212,14307
14299,1,30674349905540,35960045,12270.422474292,14307
32,2,68607755160,80430,30.000547403,14307
63,2,133965534600,157050,60.002457429,14307
99,2,211235626620,247635,90.003618131,14307
129,2,276307647040,323920,120.005659895,14307
160,2,342484318000,401500,150.006131641,14307
195,2,416896819820,488735,180.006938631,14307
227,2,486540984560,570380,210.00880125,14307
263,2,562322570640,659220,240.010244227,14307
292,2,625876229700,733725,270.01096965,14307
322,2,689591961040,808420,300.011494636,14307
357,2,764563185720,896310,330.011962824,14307
391,2,838579036960,983080,360.012643088,14307
428,2,916625369900,1074575,390.013069227,14307
459,2,983475920340,1152945,420.014680271,14307
491,2,1052322518860,1233655,450.016608407,14307
522,2,1118392563320,1311110,480.017964312,14307
553,2,1184842198120,1389010,510.018089681,14307
583,2,1250507061880,1465990,540.01953062,14307
614,2,1317041997880,1543990,570.020620041,14307
645,2,1382340066480,1620540,600.021394392,14307
677,2,1452090857720,1702310,630.022651901,14307
708,2,1516881384180,1778265,660.02427214,14307
740,2,1586606585060,1860005,690.025998247,14307
771,2,1652915472880,1937740,720.026255642,14307
802,2,1718981252280,2015190,750.026732765,14307
842,2,1805886114840,2117070,780.026934459,14307
876,2,1878294038460,2201955,810.027241625,14307
909,2,1949657022380,2285615,840.028079498,14307
941,2,2017484271560,2365130,870.030052309,14307
976,2,2092992893800,2453650,900.03189857,14307
1006,2,2157787685320,2529610,930.032086684,14307
1040,2,2229538789700,2613725,960.03270056,14307
1071,2,2295719725720,2691310,990.033992261,14307
1101,2,2361141481060,2768005,1020.034112884,14307
1136,2,2435741645520,2855460,1050.035883486,14307
1167,2,2502425858620,2933635,1080.036240403,14307
1203,2,2580084071100,3024675,1110.037345174,14307
1237,2,2652875850120,3110010,1140.038912858,14307
1267,2,2717205750100,3185425,1170.040402719,14307
1300,2,2787203914820,3267485,1200.04089166,14307
1343,2,2880506367380,3376865,1230.041075762,14307
1376,2,2950619688720,3459060,1260.04198686,14307
1407,2,3017696287340,3537695,1290.042169151,14307
1440,2,3089016620660,3621305,1320.04269893,14307
