engine,disks,key_bytes,value_bytes,clients,repeat,ops_per_second,logical_gib_s,physical_gib_s,physical_iops,p50_us,p99_us,p999_us,cpu_cores,cpu_us_per_op,rss_mib,read_amplification,min_disk_iops,max_disk_iops
moat,1,4096,262144,8,3,41517.224645517716,10.136041173222099,10.419509726203275,41385.029661603505,181.887,372.479,463.359,1.233196606848032,29.703252502480808,608.02734375,1.0279663971502067,41385.029661603505,41385.029661603505
moat,1,4096,262144,32,1,55167.21795074692,13.468559070006572,13.686560145611436,54361.35792138128,549.375,1170.431,1490.943,1.3004735194539332,23.573302547447486,608.02734375,1.0161859241565296,54361.35792138128,54361.35792138128
moat,1,4096,262144,32,2,55182.49112132422,13.472287871417047,13.686726990146886,54362.02060765251,548.351,1179.647,1503.231,1.3009326873236597,23.575098928814743,608.02734375,1.0159170528997377,54362.02060765251,54362.02060765251
moat,1,4096,262144,32,3,55159.15375221965,13.466590271538001,13.686845215483949,54362.49018436097,549.375,1175.551,1488.895,1.3006854518933475,23.580591133362102,608.02734375,1.0163556579286044,54362.49018436097,54362.49018436097
moat,1,4096,262144,128,1,57846.42930348175,14.12266340417035,13.684144582134973,54351.76359604834,2117.631,4050.943,5021.695,1.3092311054115726,22.6328767596511,611.78515625,0.9689492831850764,54351.76359604834,54351.76359604834
moat,1,4096,262144,128,2,57781.258512504086,14.106752566529318,13.684126600513727,54351.69217522834,2121.727,4065.279,4984.831,1.3092230607303412,22.658264884400545,611.78515625,0.9700408748205918,54351.69217522834,54351.69217522834
moat,1,4096,262144,128,3,57802.527406592286,14.11194516762507,13.685264561768983,54356.21201939952,2119.679,4052.991,4988.927,1.3089826920697105,22.645769152309132,612.32421875,0.9697645788168909,54356.21201939952,54356.21201939952
moat,20,16,128,160,1,1564545.7433316705,0.1865083865322674,5.968038046121273,1564481.1671082615,95.167,206.975,260.863,42.21597552266521,26.98289628321578,11408.6015625,31.998765080136256,77815.34883988618,78796.18770070649
moat,20,16,128,160,2,1561169.1218074805,0.18610586187928682,5.955150391667673,1561102.9457180796,95.359,207.871,262.143,42.24527383059911,27.06002395287491,11414.6015625,31.998725518545676,77640.34716057271,78633.38835711226
moat,20,16,128,160,3,1559550.3489707396,0.18591288911947484,5.948988205348293,1559487.1652351557,95.487,207.871,262.655,42.288837435827006,27.116044995749238,11431.1015625,31.998793808885633,77553.03671607494,78549.18029417424
moat,20,16,128,640,1,3437584.232561815,0.40979197413466156,13.112364097526006,3437319.9899802725,128.063,902.143,1226.751,58.78885818584347,17.1017942277539,11520.4765625,31.997610800491564,171094.27744298655,172427.46509004437
moat,20,16,128,640,2,3426572.925798888,0.4084793240784273,13.070412900880463,3426322.1395059,126.591,991.231,1311.743,58.75071168865441,17.145618365894542,11552.02734375,31.99773435379796,170567.99769700054,171858.43981557232
moat,20,16,128,640,3,3427066.9610560476,0.40853821767044635,13.072225442279121,3426796.4905496775,127.039,952.319,1271.807,58.75232524676136,17.143617534877954,11572.5625,31.997558311237444,170573.3418295832,171890.98796902288
moat,20,16,128,2560,1,3562374.99035342,0.4246681917135024,13.58824340811574,3562068.572417455,706.559,1482.751,1583.103,58.719431494160474,16.48322584039222,12005.41015625,31.99731854954396,177184.29342637217,178768.17762182502
moat,20,16,128,2560,2,3560343.2774936417,0.42442599266691705,13.58053482930255,3560045.445405781,698.879,1481.727,1583.103,58.704090513722534,16.488323158279325,12005.41015625,31.997415483364005,177080.84066123856,178653.79725532368
moat,20,16,128,2560,3,3558106.7381456587,0.42415937640019163,13.571920655734884,3557788.68418821,694.783,1483.775,1580.031,58.67586490399258,16.490754556332412,12005.41015625,31.997219467169966,176953.29736891715,178575.35280926415
moat,20,16,4096,160,1,1600620.8008697252,6.105883792380238,12.211255068374623,1600551.2251595797,94.783,183.679,224.767,41.22574371570844,25.756096442897476,11410.28125,1.9999160618833765,79710.77185359511,80336.7533147033
moat,20,16,4096,160,2,1600023.3062879364,6.103604531432863,12.206713328171517,1599955.130485465,94.783,184.191,225.279,41.22014440010028,25.762214986562455,11417.78125,1.999918780010786,79688.316353378,80301.09885946357
moat,20,16,4096,160,3,1603419.5849511982,6.116560306362908,12.232637117601822,1603353.4134851815,94.591,183.039,224.127,41.16465267485905,25.67303846180221,11447.78125,1.9999209531011257,79847.96853391417,80477.6969869447
moat,20,16,4096,640,1,3411594.0967741394,13.014198672386701,26.025953250341917,3411262.5739858905,139.135,823.807,1159.167,59.040328454012226,17.30578925254862,11545.72265625,1.9998121978545884,169761.80899715616,171485.04929058775
